LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
4717648.395699,1598930.100,53931,10,PG,1,100,3535
4717648.406399,1598940.800,53931,10,PG,1,100,3537
4717648.417099,1598951.500,53931,10,PG,1,100,3539
4717648.427799,1598962.200,53931,10,PG,1,100,3550
4717648.438499,1598972.900,53931,10,PG,1,100,3565
4717648.449199,1598983.600,53931,10,PG,1,100,3539
4717648.459899,1598994.300,53931,10,PG,1,100,3534
4717648.470600,1599005.000,53931,10,PG,1,100,3545
4717648.479900,1599014.300,53946,10,PG,1,100,3539
4717648.489200,1599023.600,53946,10,PG,1,100,3506
4717648.498500,1599032.900,53946,10,PG,1,100,3533
4717648.507800,1599042.200,53946,10,PG,1,100,3523
4717648.517100,1599051.500,53946,10,PG,1,100,3537
4717648.526400,1599060.800,53946,10,PG,1,100,3506
4717648.535700,1599070.100,53946,10,PG,1,100,3528
4717648.545000,1599079.400,53946,10,PG,1,100,3492
4717648.554300,1599088.700,53946,10,PG,1,100,3530
4717648.563601,1599098.000,53946,10,PG,1,100,3560
4717648.574301,1599108.700,53963,10,PG,1,100,3530
4717648.585001,1599119.400,53963,10,PG,1,100,3513
4717648.595701,1599130.100,53963,10,PG,1,100,3544
4717648.606401,1599140.800,53963,10,PG,1,100,3528
4717648.617101,1599151.500,53963,10,PG,1,100,3531
4717648.627801,1599162.200,53963,10,PG,1,100,3521
4717648.638501,1599172.900,53963,10,PG,1,100,3535
4717648.649201,1599183.600,53963,10,PG,1,100,3554
4717648.659902,1599194.300,53963,10,PG,1,100,3532
4717648.670602,1599205.000,53963,10,PG,1,100,3541
4717648.679902,1599214.300,53978,10,PG,1,100,3538
4717648.689202,1599223.600,53978,10,PG,1,100,3547
4717648.698502,1599232.900,53978,10,PG,1,100,3524
4717648.707802,1599242.200,53978,10,PG,1,100,3535
4717648.717102,1599251.500,53978,10,PG,1,100,3528
4717648.726402,1599260.800,53978,10,PG,1,100,3549
4717648.735702,1599270.100,53978,10,PG,1,100,3517
4717648.745002,1599279.400,53978,10,PG,1,100,3533
4717648.754303,1599288.700,53978,10,PG,1,100,3495
4717648.763603,1599298.000,53978,10,PG,1,100,3522
4717648.774303,1599308.700,53994,10,PG,1,100,3550
4717648.785003,1599319.400,53994,10,PG,1,100,3528
4717648.795703,1599330.100,53994,10,PG,1,100,3530
4717648.806403,1599340.800,53994,10,PG,1,100,3526
4717648.817103,1599351.500,53994,10,PG,1,100,3536
4717648.827803,1599362.200,53994,10,PG,1,100,3526
4717648.838503,1599372.900,53994,10,PG,1,100,3520
4717648.849204,1599383.600,53994,10,PG,1,100,3527
4717648.859904,1599394.300,53994,10,PG,1,100,3532
4717648.870604,1599405.000,53994,10,PG,1,100,3529
4717648.880331,1599414.727,54010,11,PG,1,100,3549
4717648.890059,1599424.455,54010,11,PG,1,100,3539
4717648.899786,1599434.182,54010,11,PG,1,100,3517
4717648.909513,1599443.909,54010,11,PG,1,100,3521
4717648.919241,1599453.636,54010,11,PG,1,100,3512
4717648.928968,1599463.364,54010,11,PG,1,100,3507
4717648.938695,1599473.091,54010,11,PG,1,100,3550
4717648.948423,1599482.818,54010,11,PG,1,100,3536
4717648.958150,1599492.545,54010,11,PG,1,100,3523
4717648.967878,1599502.273,54010,11,PG,1,100,3521
4717648.977605,1599512.000,54010,11,PG,1,100,3529
4717648.987938,1599522.333,54026,9,PG,1,100,3523
4717648.998272,1599532.667,54026,9,PG,1,100,3517
4717649.008605,1599543.000,54026,9,PG,1,100,3515
4717649.018939,1599553.333,54026,9,PG,1,100,3542
4717649.029272,1599563.667,54026,9,PG,1,100,3529
4717649.039606,1599574.000,54026,9,PG,1,100,3506
4717649.049939,1599584.333,54026,9,PG,1,100,3518
4717649.060273,1599594.667,54026,9,PG,1,100,3496
4717649.070606,1599605.000,54026,9,PG,1,100,3508
4717649.080333,1599614.727,54043,11,PG,1,100,3559
4717649.090061,1599624.455,54043,11,PG,1,100,3503
4717649.099788,1599634.182,54043,11,PG,1,100,3532
4717649.109515,1599643.909,54043,11,PG,1,100,3507
4717649.119243,1599653.636,54043,11,PG,1,100,3523
4717649.128970,1599663.364,54043,11,PG,1,100,3524
4717649.138698,1599673.091,54043,11,PG,1,100,3520
4717649.148425,1599682.818,54043,11,PG,1,100,3510
4717649.158152,1599692.545,54043,11,PG,1,100,3521
4717649.167880,1599702.273,54043,11,PG,1,100,3474
4717649.177607,1599712.000,54043,11,PG,1,100,3482
4717649.188207,1599722.600,54058,10,PG,1,100,3506
4717649.198807,1599733.200,54058,10,PG,1,100,3505
4717649.209407,1599743.800,54058,10,PG,1,100,3525
4717649.220008,1599754.400,54058,10,PG,1,100,3502
4717649.230608,1599765.000,54058,10,PG,1,100,3520
4717649.241208,1599775.600,54058,10,PG,1,100,3507
4717649.251808,1599786.200,54058,10,PG,1,100,3509
4717649.262408,1599796.800,54058,10,PG,1,100,3510
4717649.273008,1599807.400,54058,10,PG,1,100,3510
4717649.283608,1599818.000,54058,10,PG,1,100,3509
4717649.293942,1599828.333,54075,9,PG,1,100,3496
4717649.304275,1599838.667,54075,9,PG,1,100,3514
4717649.314609,1599849.000,54075,9,PG,1,100,3495
4717649.324942,1599859.333,54075,9,PG,1,100,3511
4717649.335275,1599869.667,54075,9,PG,1,100,3524
4717649.345609,1599880.000,54075,9,PG,1,100,3500
4717649.355942,1599890.333,54075,9,PG,1,100,3469
4717649.366276,1599900.667,54075,9,PG,1,100,3510
4717649.376609,1599911.000,54075,9,PG,1,100,3499
4717649.386337,1599920.727,54093,11,PG,1,100,3518
4717649.396064,1599930.455,54093,11,PG,1,100,3510
4717649.405791,1599940.182,54093,11,PG,1,100,3510
4717649.415519,1599949.909,54093,11,PG,1,100,3510
4717649.425246,1599959.636,54093,11,PG,1,100,3513
4717649.434974,1599969.364,54093,11,PG,1,100,3473
4717649.444701,1599979.091,54093,11,PG,1,100,3507
4717649.454428,1599988.818,54093,11,PG,1,100,3511
4717649.464156,1599998.545,54093,11,PG,1,100,3500
4717649.473883,1600008.273,54093,11,PG,1,100,3516
4717649.483610,1600018.000,54093,11,PG,1,100,3507
4717649.494055,1600028.444,54108,9,PG,1,100,3523
4717649.504500,1600038.889,54108,9,PG,1,100,3541
4717649.514944,1600049.333,54108,9,PG,1,100,3495
4717649.525389,1600059.778,54108,9,PG,1,100,3506
4717649.535833,1600070.222,54108,9,PG,1,100,3530
4717649.546278,1600080.667,54108,9,PG,1,100,3530
4717649.556722,1600091.111,54108,9,PG,1,100,3492
4717649.567167,1600101.556,54108,9,PG,1,100,3509
4717649.577611,1600112.000,54108,9,PG,1,100,3535
4717649.587339,1600121.727,54123,11,PG,1,100,3540
4717649.597066,1600131.455,54123,11,PG,1,100,3514
4717649.606794,1600141.182,54123,11,PG,1,100,3496
4717649.616521,1600150.909,54123,11,PG,1,100,3528
4717649.626248,1600160.636,54123,11,PG,1,100,3520
4717649.635976,1600170.364,54123,11,PG,1,100,3526
4717649.645703,1600180.091,54123,11,PG,1,100,3516
4717649.655430,1600189.818,54123,11,PG,1,100,3519
4717649.665158,1600199.545,54123,11,PG,1,100,3524
4717649.674885,1600209.273,54123,11,PG,1,100,3528
4717649.684613,1600219.000,54123,11,PG,1,100,3511
4717649.695213,1600229.600,54139,10,PG,1,100,3505
4717649.705813,1600240.200,54139,10,PG,1,100,3529
4717649.716413,1600250.800,54139,10,PG,1,100,3480
4717649.727013,1600261.400,54139,10,PG,1,100,3542
4717649.737613,1600272.000,54139,10,PG,1,100,3502
4717649.748213,1600282.600,54139,10,PG,1,100,3500
4717649.758813,1600293.200,54139,10,PG,1,100,3494
4717649.769413,1600303.800,54139,10,PG,1,100,3479
4717649.780014,1600314.400,54139,10,PG,1,100,3516
4717649.790614,1600325.000,54139,10,PG,1,100,3511
4717649.799914,1600334.300,54156,10,PG,1,100,3519
4717649.809214,1600343.600,54156,10,PG,1,100,3489
4717649.818514,1600352.900,54156,10,PG,1,100,3499
4717649.827814,1600362.200,54156,10,PG,1,100,3491
4717649.837114,1600371.500,54156,10,PG,1,100,3526
4717649.846414,1600380.800,54156,10,PG,1,100,3515
4717649.855714,1600390.100,54156,10,PG,1,100,3504
4717649.865015,1600399.400,54156,10,PG,1,100,3475
4717649.874315,1600408.700,54156,10,PG,1,100,3542
4717649.883615,1600418.000,54156,10,PG,1,100,3481
4717649.894315,1600428.700,54172,10,PG,1,100,3505
4717649.905015,1600439.400,54172,10,PG,1,100,3505
4717649.915715,1600450.100,54172,10,PG,1,100,3530
4717649.926415,1600460.800,54172,10,PG,1,100,3494
4717649.937115,1600471.500,54172,10,PG,1,100,3508
4717649.947815,1600482.200,54172,10,PG,1,100,3473
4717649.958516,1600492.900,54172,10,PG,1,100,3506
4717649.969216,1600503.600,54172,10,PG,1,100,3493
4717649.979916,1600514.300,54172,10,PG,1,100,3532
4717649.990616,1600525.000,54172,10,PG,1,100,3521
4717650.000949,1600535.333,54187,9,PG,1,100,3511
4717650.011283,1600545.667,54187,9,PG,1,100,3482
4717650.021616,1600556.000,54187,9,PG,1,100,3515
4717650.031950,1600566.333,54187,9,PG,1,100,3508
4717650.042283,1600576.667,54187,9,PG,1,100,3506
4717650.052617,1600587.000,54187,9,PG,1,100,3516
4717650.062950,1600597.333,54187,9,PG,1,100,3495
4717650.073283,1600607.667,54187,9,PG,1,100,3510
4717650.083617,1600618.000,54187,9,PG,1,100,3541
4717650.093344,1600627.727,54203,11,PG,1,100,3493
4717650.103072,1600637.455,54203,11,PG,1,100,3500
4717650.112799,1600647.182,54203,11,PG,1,100,3507
4717650.122526,1600656.909,54203,11,PG,1,100,3502
4717650.132254,1600666.636,54203,11,PG,1,100,3538
4717650.141981,1600676.364,54203,11,PG,1,100,3540
4717650.151708,1600686.091,54203,11,PG,1,100,3498
4717650.161436,1600695.818,54203,11,PG,1,100,3522
4717650.171163,1600705.545,54203,11,PG,1,100,3497
4717650.180891,1600715.273,54203,11,PG,1,100,3536
4717650.190618,1600725.000,54203,11,PG,1,100,3516
4717650.200254,1600734.636,54220,11,PG,1,100,3491
4717650.209891,1600744.273,54220,11,PG,1,100,3499
4717650.219527,1600753.909,54220,11,PG,1,100,3504
4717650.229164,1600763.545,54220,11,PG,1,100,3509
4717650.238800,1600773.182,54220,11,PG,1,100,3544
4717650.248437,1600782.818,54220,11,PG,1,100,3505
4717650.258073,1600792.455,54220,11,PG,1,100,3519
4717650.267710,1600802.091,54220,11,PG,1,100,3523
4717650.277346,1600811.727,54220,11,PG,1,100,3529
4717650.286983,1600821.364,54220,11,PG,1,100,3546
4717650.296619,1600831.000,54220,11,PG,1,100,3535
4717650.307064,1600841.444,54235,9,PG,1,100,3518
4717650.317508,1600851.889,54235,9,PG,1,100,3510
4717650.327953,1600862.333,54235,9,PG,1,100,3552
4717650.338397,1600872.778,54235,9,PG,1,100,3509
4717650.348842,1600883.222,54235,9,PG,1,100,3516
4717650.359286,1600893.667,54235,9,PG,1,100,3530
4717650.369731,1600904.111,54235,9,PG,1,100,3519
4717650.380176,1600914.556,54235,9,PG,1,100,3530
4717650.390620,1600925.000,54235,9,PG,1,100,3530
4717650.401220,1600935.600,54253,10,PG,1,100,3514
4717650.411820,1600946.200,54253,10,PG,1,100,3477
4717650.422420,1600956.800,54253,10,PG,1,100,3484
4717650.433021,1600967.400,54253,10,PG,1,100,3497
4717650.443621,1600978.000,54253,10,PG,1,100,3512
4717650.454221,1600988.600,54253,10,PG,1,100,3518
4717650.464821,1600999.200,54253,10,PG,1,100,3512
4717650.475421,1601009.800,54253,10,PG,1,100,3525
4717650.486021,1601020.400,54253,10,PG,1,100,3507
4717650.496621,1601031.000,54253,10,PG,1,100,3530
4717650.506021,1601040.400,54267,10,PG,1,100,3498
4717650.515421,1601049.800,54267,10,PG,1,100,3501
4717650.524822,1601059.200,54267,10,PG,1,100,3513
4717650.534222,1601068.600,54267,10,PG,1,100,3529
4717650.543622,1601078.000,54267,10,PG,1,100,3483
4717650.553022,1601087.400,54267,10,PG,1,100,3504
4717650.562422,1601096.800,54267,10,PG,1,100,3513
4717650.571822,1601106.200,54267,10,PG,1,100,3466
4717650.581222,1601115.600,54267,10,PG,1,100,3532
4717650.590622,1601125.000,54267,10,PG,1,100,3503
4717650.601222,1601135.600,54284,10,PG,1,100,3524
4717650.611823,1601146.200,54284,10,PG,1,100,3521
4717650.622423,1601156.800,54284,10,PG,1,100,3484
4717650.633023,1601167.400,54284,10,PG,1,100,3491
4717650.643623,1601178.000,54284,10,PG,1,100,3515
4717650.654223,1601188.600,54284,10,PG,1,100,3520
4717650.664823,1601199.200,54284,10,PG,1,100,3515
4717650.675423,1601209.800,54284,10,PG,1,100,3494
4717650.686023,1601220.400,54284,10,PG,1,100,3516
4717650.696623,1601231.000,54284,10,PG,1,100,3509
4717650.707068,1601241.444,54300,9,PG,1,100,3472
4717650.717513,1601251.889,54300,9,PG,1,100,3491
4717650.727957,1601262.333,54300,9,PG,1,100,3519
4717650.738402,1601272.778,54300,9,PG,1,100,3523
4717650.748846,1601283.222,54300,9,PG,1,100,3542
4717650.759291,1601293.667,54300,9,PG,1,100,3526
4717650.769735,1601304.111,54300,9,PG,1,100,3521
4717650.780180,1601314.556,54300,9,PG,1,100,3525
4717650.790624,1601325.000,54300,9,PG,1,100,3551
4717650.800261,1601334.636,54317,11,PG,1,100,3549
4717650.809897,1601344.273,54317,11,PG,1,100,3524
4717650.819534,1601353.909,54317,11,PG,1,100,3500
4717650.829170,1601363.545,54317,11,PG,1,100,3501
4717650.838807,1601373.182,54317,11,PG,1,100,3546
4717650.848443,1601382.818,54317,11,PG,1,100,3538
4717650.858080,1601392.455,54317,11,PG,1,100,3524
4717650.867716,1601402.091,54317,11,PG,1,100,3518
4717650.877353,1601411.727,54317,11,PG,1,100,3551
4717650.886989,1601421.364,54317,11,PG,1,100,3544
4717650.896626,1601431.000,54317,11,PG,1,100,3527
4717650.906353,1601440.727,54331,11,PG,1,100,3563
4717650.916080,1601450.455,54331,11,PG,1,100,3510
4717650.925808,1601460.182,54331,11,PG,1,100,3560
4717650.935535,1601469.909,54331,11,PG,1,100,3525
4717650.945262,1601479.636,54331,11,PG,1,100,3523
4717650.954990,1601489.364,54331,11,PG,1,100,3544
4717650.964717,1601499.091,54331,11,PG,1,100,3541
4717650.974445,1601508.818,54331,11,PG,1,100,3532
4717650.984172,1601518.545,54331,11,PG,1,100,3526
4717650.993899,1601528.273,54331,11,PG,1,100,3533
4717651.003627,1601538.000,54331,11,PG,1,100,3553
4717651.013960,1601548.333,54348,9,PG,1,100,3530
4717651.024294,1601558.667,54348,9,PG,1,100,3532
4717651.034627,1601569.000,54348,9,PG,1,100,3522
4717651.044961,1601579.333,54348,9,PG,1,100,3509
4717651.055294,1601589.667,54348,9,PG,1,100,3523
4717651.065627,1601600.000,54348,9,PG,1,100,3550
4717651.075961,1601610.333,54348,9,PG,1,100,3543
4717651.086294,1601620.667,54348,9,PG,1,100,3551
4717651.096628,1601631.000,54348,9,PG,1,100,3526
4717651.107328,1601641.700,54366,10,PG,1,100,3551
4717651.118028,1601652.400,54366,10,PG,1,100,3488
4717651.128728,1601663.100,54366,10,PG,1,100,3509
4717651.139428,1601673.800,54366,10,PG,1,100,3522
4717651.150128,1601684.500,54366,10,PG,1,100,3516
4717651.160828,1601695.200,54366,10,PG,1,100,3545
4717651.171529,1601705.900,54366,10,PG,1,100,3501
4717651.182229,1601716.600,54366,10,PG,1,100,3537
4717651.192929,1601727.300,54366,10,PG,1,100,3532
4717651.203629,1601738.000,54366,10,PG,1,100,3526
4717651.213356,1601747.727,54383,11,PG,1,100,3505
4717651.223084,1601757.455,54383,11,PG,1,100,3526
4717651.232811,1601767.182,54383,11,PG,1,100,3537
4717651.242538,1601776.909,54383,11,PG,1,100,3527
4717651.252266,1601786.636,54383,11,PG,1,100,3511
4717651.261993,1601796.364,54383,11,PG,1,100,3536
4717651.271721,1601806.091,54383,11,PG,1,100,3527
4717651.281448,1601815.818,54383,11,PG,1,100,3524
4717651.291175,1601825.545,54383,11,PG,1,100,3512
4717651.300903,1601835.273,54383,11,PG,1,100,3538
4717651.310630,1601845.000,54383,11,PG,1,100,3524
4717651.320963,1601855.333,54397,9,PG,1,100,3501
4717651.331297,1601865.667,54397,9,PG,1,100,3525
4717651.341630,1601876.000,54397,9,PG,1,100,3551
4717651.351964,1601886.333,54397,9,PG,1,100,3539
4717651.362297,1601896.667,54397,9,PG,1,100,3527
4717651.372631,1601907.000,54397,9,PG,1,100,3532
4717651.382964,1601917.333,54397,9,PG,1,100,3560
4717651.393298,1601927.667,54397,9,PG,1,100,3535
4717651.403631,1601938.000,54397,9,PG,1,100,3512
4717651.413358,1601947.727,54414,11,PG,1,100,3509
4717651.423086,1601957.455,54414,11,PG,1,100,3516
4717651.432813,1601967.182,54414,11,PG,1,100,3533
4717651.442541,1601976.909,54414,11,PG,1,100,3546
4717651.452268,1601986.636,54414,11,PG,1,100,3543
4717651.461995,1601996.364,54414,11,PG,1,100,3539
4717651.471723,1602006.091,54414,11,PG,1,100,3532
4717651.481450,1602015.818,54414,11,PG,1,100,3540
4717651.491177,1602025.545,54414,11,PG,1,100,3524
4717651.500905,1602035.273,54414,11,PG,1,100,3541
4717651.510632,1602045.000,54414,11,PG,1,100,3533
4717651.521232,1602055.600,54432,10,PG,1,100,3519
4717651.531832,1602066.200,54432,10,PG,1,100,3555
4717651.542433,1602076.800,54432,10,PG,1,100,3537
4717651.553033,1602087.400,54432,10,PG,1,100,3547
4717651.563633,1602098.000,54432,10,PG,1,100,3543
4717651.574233,1602108.600,54432,10,PG,1,100,3533
4717651.584833,1602119.200,54432,10,PG,1,100,3528
4717651.595433,1602129.800,54432,10,PG,1,100,3545
4717651.606033,1602140.400,54432,10,PG,1,100,3542
4717651.616633,1602151.000,54432,10,PG,1,100,3537
4717651.626033,1602160.400,54448,10,PG,1,100,3543
4717651.635434,1602169.800,54448,10,PG,1,100,3562
4717651.644834,1602179.200,54448,10,PG,1,100,3541
4717651.654234,1602188.600,54448,10,PG,1,100,3543
4717651.663634,1602198.000,54448,10,PG,1,100,3546
4717651.673034,1602207.400,54448,10,PG,1,100,3515
4717651.682434,1602216.800,54448,10,PG,1,100,3550
4717651.691834,1602226.200,54448,10,PG,1,100,3586
4717651.701234,1602235.600,54448,10,PG,1,100,3538
4717651.710634,1602245.000,54448,10,PG,1,100,3550
4717651.721234,1602255.600,54464,10,PG,1,100,3546
4717651.731835,1602266.200,54464,10,PG,1,100,3535
4717651.742435,1602276.800,54464,10,PG,1,100,3514
4717651.753035,1602287.400,54464,10,PG,1,100,3515
4717651.763635,1602298.000,54464,10,PG,1,100,3546
4717651.774235,1602308.600,54464,10,PG,1,100,3555
4717651.784835,1602319.200,54464,10,PG,1,100,3549
4717651.795435,1602329.800,54464,10,PG,1,100,3522
4717651.806035,1602340.400,54464,10,PG,1,100,3539
4717651.816635,1602351.000,54464,10,PG,1,100,3535
4717651.826036,1602360.400,54481,10,PG,1,100,3534
4717651.835436,1602369.800,54481,10,PG,1,100,3545
4717651.844836,1602379.200,54481,10,PG,1,100,3545
4717651.854236,1602388.600,54481,10,PG,1,100,3544
4717651.863636,1602398.000,54481,10,PG,1,100,3554
4717651.873036,1602407.400,54481,10,PG,1,100,3526
4717651.882436,1602416.800,54481,10,PG,1,100,3540
4717651.891836,1602426.200,54481,10,PG,1,100,3542
4717651.901236,1602435.600,54481,10,PG,1,100,3555
4717651.910636,1602445.000,54481,10,PG,1,100,3522
4717651.921237,1602455.600,54498,10,PG,1,100,3544
4717651.931837,1602466.200,54498,10,PG,1,100,3543
4717651.942437,1602476.800,54498,10,PG,1,100,3547
4717651.953037,1602487.400,54498,10,PG,1,100,3571
4717651.963637,1602498.000,54498,10,PG,1,100,3544
4717651.974237,1602508.600,54498,10,PG,1,100,3541
4717651.984837,1602519.200,54498,10,PG,1,100,3553
4717651.995437,1602529.800,54498,10,PG,1,100,3562
4717652.006037,1602540.400,54498,10,PG,1,100,3532
4717652.016638,1602551.000,54498,10,PG,1,100,3571
4717652.026365,1602560.727,54515,11,PG,1,100,3560
4717652.036092,1602570.455,54515,11,PG,1,100,3549
4717652.045820,1602580.182,54515,11,PG,1,100,3538
4717652.055547,1602589.909,54515,11,PG,1,100,3550
4717652.065274,1602599.636,54515,11,PG,1,100,3566
4717652.075002,1602609.364,54515,11,PG,1,100,3534
4717652.084729,1602619.091,54515,11,PG,1,100,3542
4717652.094457,1602628.818,54515,11,PG,1,100,3549
4717652.104184,1602638.545,54515,11,PG,1,100,3548
4717652.113911,1602648.273,54515,11,PG,1,100,3575
4717652.123639,1602658.000,54515,11,PG,1,100,3548
4717652.133972,1602668.333,54530,9,PG,1,100,3554
4717652.144306,1602678.667,54530,9,PG,1,100,3588
4717652.154639,1602689.000,54530,9,PG,1,100,3572
4717652.164973,1602699.333,54530,9,PG,1,100,3528
4717652.175306,1602709.667,54530,9,PG,1,100,3552
4717652.185639,1602720.000,54530,9,PG,1,100,3539
4717652.195973,1602730.333,54530,9,PG,1,100,3586
4717652.206306,1602740.667,54530,9,PG,1,100,3572
4717652.216640,1602751.000,54530,9,PG,1,100,3554
4717652.226367,1602760.727,54546,11,PG,1,100,3564
4717652.236095,1602770.455,54546,11,PG,1,100,3563
4717652.245822,1602780.182,54546,11,PG,1,100,3540
4717652.255549,1602789.909,54546,11,PG,1,100,3568
4717652.265277,1602799.636,54546,11,PG,1,100,3546
4717652.275004,1602809.364,54546,11,PG,1,100,3580
4717652.284731,1602819.091,54546,11,PG,1,100,3589
4717652.294459,1602828.818,54546,11,PG,1,100,3562
4717652.304186,1602838.545,54546,11,PG,1,100,3565
4717652.313914,1602848.273,54546,11,PG,1,100,3568
4717652.323641,1602858.000,54546,11,PG,1,100,3583
4717652.334341,1602868.700,54562,10,PG,1,100,3556
4717652.345041,1602879.400,54562,10,PG,1,100,3588
4717652.355741,1602890.100,54562,10,PG,1,100,3565
4717652.366441,1602900.800,54562,10,PG,1,100,3544
4717652.377141,1602911.500,54562,10,PG,1,100,3540
4717652.387842,1602922.200,54562,10,PG,1,100,3559
4717652.398542,1602932.900,54562,10,PG,1,100,3563
4717652.409242,1602943.600,54562,10,PG,1,100,3586
4717652.419942,1602954.300,54562,10,PG,1,100,3581
4717652.430642,1602965.000,54562,10,PG,1,100,3570
4717652.440279,1602974.636,54579,11,PG,1,100,3551
4717652.449915,1602984.273,54579,11,PG,1,100,3573
4717652.459551,1602993.909,54579,11,PG,1,100,3559
4717652.469188,1603003.545,54579,11,PG,1,100,3564
4717652.478824,1603013.182,54579,11,PG,1,100,3541
4717652.488461,1603022.818,54579,11,PG,1,100,3587
4717652.498097,1603032.455,54579,11,PG,1,100,3571
4717652.507734,1603042.091,54579,11,PG,1,100,3558
4717652.517370,1603051.727,54579,11,PG,1,100,3563
4717652.527007,1603061.364,54579,11,PG,1,100,3539
4717652.536643,1603071.000,54579,11,PG,1,100,3579
4717652.547088,1603081.444,54595,9,PG,1,100,3553
4717652.557532,1603091.889,54595,9,PG,1,100,3561
4717652.567977,1603102.333,54595,9,PG,1,100,3555
4717652.578421,1603112.778,54595,9,PG,1,100,3559
4717652.588866,1603123.222,54595,9,PG,1,100,3558
4717652.599311,1603133.667,54595,9,PG,1,100,3559
4717652.609755,1603144.111,54595,9,PG,1,100,3591
4717652.620200,1603154.556,54595,9,PG,1,100,3558
4717652.630644,1603165.000,54595,9,PG,1,100,3559
4717652.640372,1603174.727,54610,11,PG,1,100,3606
4717652.650099,1603184.455,54610,11,PG,1,100,3563
4717652.659826,1603194.182,54610,11,PG,1,100,3571
4717652.669554,1603203.909,54610,11,PG,1,100,3563
4717652.679281,1603213.636,54610,11,PG,1,100,3552
4717652.689008,1603223.364,54610,11,PG,1,100,3542
4717652.698736,1603233.091,54610,11,PG,1,100,3578
4717652.708463,1603242.818,54610,11,PG,1,100,3568
4717652.718191,1603252.545,54610,11,PG,1,100,3559
4717652.727918,1603262.273,54610,11,PG,1,100,3538
4717652.737645,1603272.000,54610,11,PG,1,100,3579
4717652.747979,1603282.333,54626,9,PG,1,100,3567
4717652.758312,1603292.667,54626,9,PG,1,100,3566
4717652.768646,1603303.000,54626,9,PG,1,100,3542
4717652.778979,1603313.333,54626,9,PG,1,100,3579
4717652.789313,1603323.667,54626,9,PG,1,100,3577
4717652.799646,1603334.000,54626,9,PG,1,100,3577
4717652.809979,1603344.333,54626,9,PG,1,100,3540
4717652.820313,1603354.667,54626,9,PG,1,100,3589
4717652.830646,1603365.000,54626,9,PG,1,100,3595
4717652.841246,1603375.600,54643,10,PG,1,100,3578
4717652.851847,1603386.200,54643,10,PG,1,100,3572
4717652.862447,1603396.800,54643,10,PG,1,100,3558
4717652.873047,1603407.400,54643,10,PG,1,100,3543
4717652.883647,1603418.000,54643,10,PG,1,100,3567
4717652.894247,1603428.600,54643,10,PG,1,100,3574
4717652.904847,1603439.200,54643,10,PG,1,100,3591
4717652.915447,1603449.800,54643,10,PG,1,100,3588
4717652.926047,1603460.400,54643,10,PG,1,100,3568
4717652.936647,1603471.000,54643,10,PG,1,100,3579
4717652.946375,1603480.727,54658,11,PG,1,100,3593
4717652.956102,1603490.455,54658,11,PG,1,100,3559
4717652.965830,1603500.182,54658,11,PG,1,100,3583
4717652.975557,1603509.909,54658,11,PG,1,100,3585
4717652.985284,1603519.636,54658,11,PG,1,100,3547
4717652.995012,1603529.364,54658,11,PG,1,100,3601
4717653.004739,1603539.091,54658,11,PG,1,100,3582
4717653.014467,1603548.818,54658,11,PG,1,100,3593
4717653.024194,1603558.545,54658,11,PG,1,100,3556
4717653.033921,1603568.273,54658,11,PG,1,100,3574
4717653.043649,1603578.000,54658,11,PG,1,100,3574
4717653.054077,1603588.429,54679,14,PG,1,100,3584
4717653.064506,1603598.857,54679,14,PG,1,100,3555
4717653.074935,1603609.286,54679,14,PG,1,100,3561
4717653.085363,1603619.714,54679,14,PG,1,100,3583
4717653.095792,1603630.143,54679,14,PG,1,100,3573
4717653.106221,1603640.571,54679,14,PG,1,100,3559
4717653.116649,1603651.000,54679,14,PG,1,100,3604
4717653.127078,1603661.429,54679,14,PG,1,100,3581
4717653.137507,1603671.857,54679,14,PG,1,100,3589
4717653.147935,1603682.286,54679,14,PG,1,100,3592
4717653.158364,1603692.714,54679,14,PG,1,100,3564
4717653.168793,1603703.143,54679,14,PG,1,100,3557
4717653.179222,1603713.571,54679,14,PG,1,100,3579
4717653.189650,1603724.000,54679,14,PG,1,100,3570
4717653.199378,1603733.727,54695,11,PG,1,100,3566
4717653.209105,1603743.455,54695,11,PG,1,100,3606
4717653.218832,1603753.182,54695,11,PG,1,100,3578
4717653.228560,1603762.909,54695,11,PG,1,100,3583
4717653.238287,1603772.636,54695,11,PG,1,100,3608
4717653.248014,1603782.364,54695,11,PG,1,100,3559
4717653.257742,1603792.091,54695,11,PG,1,100,3572
4717653.267469,1603801.818,54695,11,PG,1,100,3586
4717653.277197,1603811.545,54695,11,PG,1,100,3557
4717653.286924,1603821.273,54695,11,PG,1,100,3565
4717653.296651,1603831.000,54695,11,PG,1,100,3575
4717653.307096,1603841.444,54712,9,PG,1,100,3575
4717653.317540,1603851.889,54712,9,PG,1,100,3597
4717653.327985,1603862.333,54712,9,PG,1,100,3543
4717653.338430,1603872.778,54712,9,PG,1,100,3568
4717653.348874,1603883.222,54712,9,PG,1,100,3607
4717653.359319,1603893.667,54712,9,PG,1,100,3582
4717653.369763,1603904.111,54712,9,PG,1,100,3603
4717653.380208,1603914.556,54712,9,PG,1,100,3578
4717653.390652,1603925.000,54712,9,PG,1,100,3578
4717653.400289,1603934.636,54729,11,PG,1,100,3588
